variables,sample_size,replications,explore_seconds,explore_straight_seconds,baseline_seconds,oracle_seconds,replication_seconds,peak_rss_mb,redraws
15,100,10,6.375208493999992,6.182356380499982,0.5693587355000034,0.9605885535000169,20.60598234050002,229.86328125,0.2
15,500,10,4.320181398000003,4.582934945500007,0.30792044950001696,1.0016018974999952,15.221867223499999,238.6875,0.4
30,100,10,13.766339882499977,9.717412651499984,0.9144360299999619,4.422052268499982,44.25774987899993,233.08984375,0.5
30,500,10,11.888547022500006,13.020406248000015,0.8597862244999988,5.7976432425000155,45.07265666349999,240.7109375,0.8
