family,edge_strength,n,reference_delta,method,setting,replications,false_prunes,true_prunes,edges,nonedges,moral_only,familywise_errors,practical_false_prunes,practical_true_prunes,practical_present,practical_absent,practical_familywise_errors,false_prune_rate,true_prune_rate,moral_graph_prune_ceiling,practical_false_prune_rate,practical_true_prune_rate,familywise_error_rate,practical_familywise_error_rate,practical_familywise_upper_bound,familywise_upper_bound
additive_nonlinear,realistic,375,0.1,fci,0.005,100,604,8648,1762,8738,839,100,520,8732,1527,8973,100,0.3427922814982974,0.98970016021973,0.9039826047150378,0.34053700065487885,0.9731416471637133,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,fci,0.01,100,598,8626,1762,8738,839,100,516,8708,1527,8973,100,0.33938706015891035,0.987182421606775,0.9039826047150378,0.3379174852652259,0.97046695642483,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,fci,0.05,100,567,8498,1762,8738,839,100,490,8575,1527,8973,100,0.32179341657207716,0.9725337605859464,0.9039826047150378,0.320890635232482,0.9556447119135183,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,fci,0.1,100,535,8343,1762,8738,839,100,465,8413,1527,8973,100,0.3036322360953462,0.9547951476310369,0.9039826047150378,0.3045186640471513,0.9375905494260559,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,fci,0.2,100,500,8053,1762,8738,839,100,434,8119,1527,8973,100,0.28376844494892167,0.9216067750057221,0.9039826047150378,0.2842174197773412,0.9048255878747353,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,ges,0.5,100,547,8415,1762,8738,839,100,477,8485,1527,8973,100,0.3104426787741203,0.9630350194552529,0.9039826047150378,0.31237721021611004,0.9456146216427059,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,ges,1.0,100,586,8629,1762,8738,839,100,510,8705,1527,8973,100,0.3325766174801362,0.9875257495994507,0.9039826047150378,0.33398821218074654,0.9701326200824696,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,ges,2.0,100,623,8685,1762,8738,839,100,530,8778,1527,8973,100,0.3535754824063564,0.9939345387960632,0.9039826047150378,0.3470857891290111,0.9782681377465731,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,ges,4.0,100,755,8718,1762,8738,839,100,581,8892,1527,8973,100,0.4284903518728717,0.9977111467154955,0.9039826047150378,0.3804846103470858,0.9909729187562688,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,pc,0.001,100,624,8668,1762,8738,839,100,530,8762,1527,8973,100,0.35414301929625425,0.9919890135042344,0.9039826047150378,0.3470857891290111,0.9764850105873175,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,pc,0.005,100,603,8644,1762,8738,839,100,520,8727,1527,8973,100,0.3422247446083995,0.9892423895628291,0.9039826047150378,0.34053700065487885,0.972584419926446,1.0,1.0,0.9994922745363412,0.9994922745363412
