replicate,theta_hat,se_theta,z,z_bias_corrected,wald_reject,critical_reject,bias_corrected_reject
33,0.0650747740308805,0.014688595661719372,1.0262910340821456,1.0673573369203366,False,False,False
34,0.048062172516676875,0.01264777436786543,-0.15321489986780779,-0.10552221495997939,False,False,False
35,0.04791261260421529,0.01136081633267682,-0.18373568717776168,-0.13064035493680926,False,False,False
36,0.06282894890697259,0.013584396502130395,0.9443885788345965,0.9887929303725778,False,False,False
37,0.048307225599537734,0.012533552181903005,-0.13505942895474105,-0.08693210567420497,False,False,False
38,0.04801053264953273,0.012977805972307726,-0.15329766485278296,-0.10681782696654497,False,False,False
39,0.06342171631078684,0.014569366812746993,0.9212285258027787,0.9626308959582315,False,False,False
40,0.0468092637744783,0.011881326505795778,-0.26855050435363814,-0.2177812306182798,False,False,False
41,0.052417805989837495,0.01321828686322979,0.18291371755316246,0.22854794564590378,False,False,False
42,0.05540822672180868,0.013033283558169703,0.41495504165706715,0.4612370330692623,False,False,False
43,0.06620579648694999,0.01352671561824496,1.1980584899035993,1.2426521913412414,False,False,False
44,0.05516416453975417,0.012571821684644232,0.4107729706397203,0.4587537909888266,False,False,False
45,0.0396517545367791,0.012406015051822943,-0.8341313000180772,-0.7855092150703986,False,False,False
46,0.04910404952778713,0.013158706555618023,-0.06808803497714237,-0.02224718313031861,False,False,False
47,0.0516793404208901,0.01322661858361849,0.12696672322357597,0.17257220537295925,False,False,False
48,0.05154231690414419,0.01245199565059222,0.12386102175283302,0.17230356338536448,False,False,False
49,0.04406990531660646,0.01094487212062288,-0.5418148899355121,-0.4867017455274269,False,False,False
50,0.07579535701564676,0.014588408436348805,1.7682091318045678,1.8095574612226666,False,False,False
51,0.051349371491393826,0.012820131313857265,0.10525410842986369,0.15230560134709376,False,False,False
52,0.03702693809416583,0.010097948480013757,-1.2847225286909465,-1.2249869973693317,False,False,False
53,0.049284219525718216,0.01122405298119209,-0.06377201492911741,-0.01002972426791913,False,False,False
54,0.04218630432539336,0.01077843345445724,-0.7249379705893552,-0.6689737787371088,False,False,False
55,0.031937638663280477,0.010144579764981669,-1.780493796211199,-1.721032849411398,True,False,True
56,0.07678443255289506,0.014944184267703763,1.7922980654607923,1.832662016206202,False,False,False
57,0.059414769033794126,0.013548955604247643,0.6948704615167949,0.7393909644493462,False,False,False
58,0.03605527245092647,0.011258314343489671,-1.238615935176595,-1.1850371933411685,False,False,False
59,0.06262595222479653,0.01337325137415505,0.9441198607241658,0.9892252955085336,False,False,False
60,0.05390659089025253,0.011274728333939507,0.34649091087124423,0.39999165162932754,False,False,False
61,0.05564882654392878,0.013014126084545436,0.434053466766154,0.48040358768808317,False,False,False
62,0.057755340412530935,0.013274978240659563,0.5842073916759664,0.6296467367940148,False,False,False
63,0.06653223723063052,0.014198044907295735,1.164402376424049,1.2068875440404692,False,False,False
64,0.09444771103573715,0.017355378135514837,2.5610338587081807,2.595790019766841,False,False,False
65,0.053133342823503134,0.010734561527292472,0.2918929492869039,0.3480858656140655,False,False,False
66,0.044414566070347654,0.011913208233316784,-0.46884380934700537,-0.4182104026358751,False,False,False
67,0.052178608710778306,0.012980165443837864,0.1678413669074275,0.21431275591412755,False,False,False
68,0.04626837803976504,0.012536857552976038,-0.2976520985794515,-0.24953746417741007,False,False,False
69,0.061116926170078245,0.013195027627969726,0.8425087452271417,0.8882234140189893,False,False,False
70,0.04384566234111818,0.00970626609375009,-0.6340582052293648,-0.5719121325907504,False,False,False
71,0.030405884623380966,0.009108460772864516,-2.1511994029762826,-2.08497456732579,True,True,True
72,0.05196800462152785,0.011728072852650437,0.1678028987586903,0.21923558725666423,False,False,False
