replicate,seed,status,theta_hat,se_theta,p_equivalence,reject
600,91600,success,0.0768514311955544,0.016788875087807898,0.945129523457109,False
601,91601,success,0.04383024979550086,0.01206867191887739,0.3045983991712037,False
602,91602,success,0.02055484254242754,0.008781046033142847,0.00039932377818451497,True
603,91603,success,0.04455003110082992,0.011525982365348103,0.3181629428202914,False
604,91604,success,0.03364729545500191,0.011310268131165724,0.07411269806784936,False
605,91605,success,0.0562683548930772,0.013630541463304778,0.6771972809458913,False
606,91606,success,0.04590206458274742,0.012454580031294836,0.37106635612816896,False
607,91607,success,0.03796771682924253,0.010664676014158823,0.12960989916298704,False
608,91608,success,0.04879872693250589,0.0117672753397951,0.45934424049065986,False
609,91609,success,0.048538914674926575,0.011344817922661938,0.4487623896421074,False
610,91610,success,0.06599218984810076,0.013310688927708323,0.885212566822013,False
611,91611,success,0.0482541376033495,0.012859426343786687,0.4460034572551111,False
612,91612,success,0.04309102715744364,0.013657141114464129,0.30646792017989766,False
613,91613,success,0.05272060727036647,0.012039027828486981,0.5893924089148365,False
614,91614,success,0.03829302504252505,0.01146590663710993,0.1536213460752089,False
615,91615,success,0.031251310017625426,0.009187786593275342,0.020644799472992005,True
616,91616,success,0.049350125599721024,0.014231878185723325,0.4817893112593129,False
617,91617,success,0.03418905891196225,0.008926539827043074,0.03826136202479506,True
618,91618,success,0.05200258291744494,0.013964940264855554,0.5570131549346956,False
619,91619,success,0.03147453253244795,0.009333686304658053,0.023583561168348793,True
620,91620,success,0.06367375924529758,0.01595569683174215,0.8042728307466087,False
621,91621,success,0.06582010522439652,0.01373064094673472,0.8753754754097948,False
622,91622,success,0.028417801463089525,0.009610900766196171,0.012364954403806258,True
623,91623,success,0.053677916304843094,0.012816325645310002,0.6129328125292919,False
624,91624,success,0.06457059122737374,0.014504928329112779,0.8424376529558628,False
625,91625,success,0.07566026575167581,0.013451354979764546,0.971780748773506,False
626,91626,success,0.06866453996748828,0.014760129871233636,0.8969790122193624,False
627,91627,success,0.038499050574908385,0.012245718759287602,0.1738188475668198,False
628,91628,success,0.0491508266142894,0.011139418037626398,0.4696175025479838,False
629,91629,success,0.06877378115581627,0.014437706517329901,0.9032560340403806,False
630,91630,success,0.05694246651001754,0.014037592352207225,0.6895455043458675,False
631,91631,success,0.05539731348235129,0.012732873265336602,0.664176289184832,False
632,91632,success,0.046558142612619445,0.011856310892511355,0.3857943263990948,False
633,91633,success,0.04523608806968227,0.011184013263758806,0.33506948562767236,False
634,91634,success,0.04450858167089093,0.010597248267045837,0.3021618598861568,False
635,91635,success,0.05332056756301924,0.011670096109432723,0.6120003425191944,False
636,91636,success,0.06897785420301755,0.013804274618018529,0.9154003219236171,False
637,91637,success,0.059116046491468864,0.012940324365314887,0.759429363965157,False
638,91638,success,0.058907594279282105,0.013790720904258744,0.7408318768394451,False
639,91639,success,0.025584380477523105,0.009015661877326692,0.0033831359086627716,True
640,91640,success,0.04282281024779754,0.010263111335551248,0.24217631750546287,False
641,91641,success,0.03419101417143539,0.011896275379252214,0.09194012860051409,False
642,91642,success,0.055244792900163396,0.011133387292036464,0.6812106600077259,False
643,91643,success,0.048080397668568066,0.011186673156748192,0.4318770854483984,False
644,91644,success,0.03799769562052932,0.011610194119264582,0.15062116501098827,False
645,91645,success,0.030560295022244232,0.009548665191119505,0.020882420932703618,True
646,91646,success,0.041230803368401354,0.010051063480086254,0.1914774981675011,False
647,91647,success,0.04854427672364577,0.012525022138301088,0.453737030369861,False
648,91648,success,0.04613047818374854,0.01172113250919424,0.3706500834894628,False
649,91649,success,0.03778345370831366,0.010765641818567429,0.12823548116409983,False
650,91650,success,0.058968567984838516,0.012226350501520183,0.768386697257325,False
651,91651,success,0.04536738751423628,0.01176898011309322,0.3469274644579039,False
652,91652,success,0.04548002181801892,0.011693346635221265,0.3495473798793336,False
653,91653,success,0.06446728161184222,0.01403691503470265,0.8486497681191623,False
654,91654,success,0.05420647823491144,0.014111178577489614,0.6171848458018151,False
655,91655,success,0.031371477925634314,0.009378703185609653,0.02350235458333268,True
656,91656,success,0.056724839010052194,0.013938369989269377,0.6852637855653738,False
657,91657,success,0.04324904843823871,0.011652874676080085,0.28118060965270764,False
658,91658,success,0.05390536535457166,0.011666007288278294,0.6310986374548202,False
659,91659,success,0.036848903286188076,0.009452586957342864,0.08207184692126024,False
660,91660,success,0.050400805131543366,0.013603000109363396,0.5117529205947776,False
661,91661,success,0.04747893069867659,0.010814371789467368,0.40783328855224144,False
662,91662,success,0.03247315918021198,0.00944061306008172,0.03168857712137864,True
663,91663,success,0.04846934671563133,0.011694766556806329,0.4479336895793518,False
664,91664,success,0.06806604849078379,0.01511242938151811,0.88404301048657,False
665,91665,success,0.04036353664701613,0.010051365673404838,0.1688494575512104,False
666,91666,success,0.074393869786729,0.015059107820890871,0.9473704166308415,False
667,91667,success,0.03842437237619228,0.011084326939305908,0.1481677776488895,False
668,91668,success,0.05395409622833225,0.011783621477443919,0.6313981485439574,False
669,91669,success,0.036567147496974865,0.009059331985622827,0.0690685447808614,False
670,91670,success,0.0737885368393905,0.014412182172910716,0.9505883644284128,False
671,91671,success,0.03793528577457569,0.011240389658904622,0.1415602071637202,False
672,91672,success,0.06061000100166048,0.014301316240388594,0.7709229544006626,False
673,91673,success,0.06818177955035098,0.013646125631240007,0.9086317792472416,False
674,91674,success,0.04732338200084104,0.013240836037110956,0.41990023216493255,False
675,91675,success,0.036233663325858076,0.009199144186306225,0.06726428839903384,False
676,91676,success,0.05196749316835072,0.010542506258095496,0.5740225913419027,False
677,91677,success,0.02881471037538355,0.009401565596187454,0.012117634105280857,True
678,91678,success,0.05307550626153911,0.011870993738484183,0.6022122413161045,False
679,91679,success,0.05651160990012453,0.012560901440232423,0.6979114642858042,False
680,91680,success,0.06173945020012147,0.014681709914928237,0.7880278171109589,False
681,91681,success,0.04622176528313292,0.01017686662160424,0.3552229970981776,False
682,91682,success,0.055740058133908005,0.013830667303598939,0.660937813616157,False
683,91683,success,0.041872437865481164,0.011540701097469177,0.24063791818621416,False
684,91684,success,0.04057193756345567,0.009764983670817547,0.16714796901045598,False
685,91685,success,0.039145234461238194,0.010883411512317417,0.15929297759558564,False
686,91686,success,0.0375792161254995,0.009762157572681849,0.10162616551481679,False
687,91687,success,0.05726297888450241,0.012962179770786068,0.7123696773799898,False
688,91688,success,0.06039365734083623,0.012992486639491346,0.7881371994380928,False
689,91689,success,0.07268780988742447,0.014778344115370141,0.9376334434156933,False
690,91690,success,0.042055513666227465,0.0123347844862196,0.25976445140397936,False
691,91691,success,0.02973977317475113,0.010682333069078606,0.02893967098862548,True
692,91692,success,0.025067264050117867,0.008832296867080376,0.0023795327475007416,True
693,91693,success,0.06377645998091402,0.013424263670985037,0.8476097750296356,False
694,91694,success,0.04349821565863497,0.01106801204047407,0.2784543804300336,False
695,91695,success,0.07815585993972216,0.015031717008882972,0.9694724854152366,False
696,91696,success,0.06408415301379826,0.01470045043969749,0.8309878547391029,False
697,91697,success,0.05642036394682361,0.012753633988030658,0.6926635513110401,False
698,91698,success,0.06462797373287016,0.012693464250369857,0.875422042562894,False
699,91699,success,0.04928284990987944,0.013223401294167679,0.478374602879146,False
700,91700,success,0.05122876559464892,0.012236339526780451,0.5399943066345975,False
